OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
17070,1955,CA,CCO,,7/30/1955,,14,8,1,9.65959,1950-1959,57173.84766,1142.773876
17071,1955,CA,CCO,,8/8/1955,,14,8,1,6.788603,1950-1959,40196.30469,803.7154017
17072,1955,CA,CCO,,8/7/1955,,14,8,1,6.080902,1950-1959,36137.10156,801.1699865
17073,1955,CA,USF,GOOSE CREEK,6/11/1955,,1,8,1,4.978326,1950-1959,36020.625,673.6494401
17074,1955,CA,USF,FLOWERS,8/4/1955,,2,8,1,3.983038,1950-1959,28280.4375,596.8983485
17075,1954,CA,USF,,,,9,8,1,14709.95,1950-1959,98193883.66,54683.98762
17076,1954,CA,CCO,MONROVIA PEAK,12/27/1954,,14,8,1,13869.62,1950-1959,82260351.81,52672.92441
17077,1954,CA,CDF,DEVIL,10/10/1954,,9,8,1,13094.44,1950-1959,81934955.37,45926.98937
17078,1954,CA,CDF,CHARLES,7/28/1954,,14,8,1,10590.51,1950-1959,70164064.25,56103.61836
17079,1954,CA,CDF,JAMESON,8/30/1954,,14,8,1,7881.311,1950-1959,46169689.32,47181.57826
17080,1954,CA,USF,,,,4,8,1,7585.5,1950-1959,51839098.14,32530.72167
17081,1954,CA,CDF,SAN YSIDRO,9/21/1954,,9,8,1,6960,1950-1959,40397008.25,43139.47294
17082,1954,CA,CDF,WHITE GULCH,7/28/1954,,14,8,1,6641.275,1950-1959,42965992.86,40981.59531
17083,1954,CA,CDF,PIUTE,7/19/1954,,14,8,1,6285.534,1950-1959,44046722.12,42887.40411
17084,1954,CA,CDF,PANORAMA,9/25/1954,,14,8,1,5453.681,1950-1959,32362511.77,40476.81113
17085,1954,CA,CDF,DAVIS #2,8/3/1954,,14,8,1,5202.216,1950-1959,32659626.6,30234.45686
17086,1954,CA,CCO,WIEGAND,7/7/1954,,14,8,1,4956.253,1950-1959,28953423.54,30943.15891
17087,1954,CA,CDF,BUFFORD MTN,8/7/1954,,18,8,1,4938.644,1950-1959,31578633.16,25632.70175
17088,1954,CA,NPS,DAVIS RAN,8/3/1954,8/3/1954,14,8,1,4298.578,1950-1959,26999773.68,41041.87214
17089,1954,CA,CDF,CABLE CANYON,12/27/1954,,14,8,1,3921.127,1950-1959,23272184.51,31690.45563
17090,1954,CA,USF,TWIN SISTER,11/6/1954,,9,8,1,3892.874,1950-1959,28264424.36,23470.86884
17091,1954,CA,CDF,COUNTY ROADSIDE #19,7/27/1954,,14,8,1,3490.359,1950-1959,23121662.86,34509.33989
17092,1954,CA,CDF,WINFIELD,7/22/1954,,14,8,1,3222.791,1950-1959,19855864.18,27091.37758
17093,1954,CA,USF,HOPPER,12/19/1954,,9,8,1,3083.721,1950-1959,18394437.79,22240.45911
17094,1954,CA,CDF,HALLELUJAH,7/19/1954,,14,8,1,2749.764,1950-1959,18853103.84,18449.20875
17095,1954,CA,CDF,AIRPORT,7/21/1954,,14,8,1,2678.482,1950-1959,18784719.8,22235.27283
17096,1954,CA,USF,SPINNING WHEEL ,7/29/1954,7/31/1954,15,6,1,2677.333,1950-1959,17405202.37,19937.27736
17097,1954,CA,CDF,HOOVER RIDGE,7/28/1954,,14,8,1,2661.699,1950-1959,17721305.12,24060.94075
17098,1954,CA,CDF,OLINDA,6/28/1954,,14,8,1,2514.323,1950-1959,17567451.15,18104.10698
17099,1954,CA,CDF,SAN CLEMENTE,9/24/1954,,9,8,1,2357.984,1950-1959,14761363.93,18443.65661
17100,1954,CA,USF,,,,9,8,1,2340.475,1950-1959,15963405.51,18115.51568
17101,1954,CA,USF,,,,9,8,1,2255.811,1950-1959,14547633.64,20717.54204
17102,1954,CA,CDF,OAK FLAT,6/28/1954,,14,8,1,2212.498,1950-1959,15357501,18223.36927
17103,1954,CA,BLM,,10/6/1954,,3,8,1,2200.628,1950-1959,15601169.07,23129.38179
17104,1954,CA,CDF,MARCELINO,9/26/1954,,14,8,1,2186.898,1950-1959,14656792.02,22351.77855
17105,1954,CA,CDF,LIGHTNING #5,7/25/1954,,14,8,1,2129.215,1950-1959,14329448.38,19700.10841
17106,1954,CA,CDF,CLOVERDALE #2,7/21/1954,,14,8,1,2069.129,1950-1959,14484969.69,15399.44719
17107,1954,CA,CDF,OMOHUNDRO,7/29/1954,,14,8,1,2026.992,1950-1959,13518281.77,20955.7597
17108,1954,CA,CDF,ELLIOTT,7/29/1954,,14,8,1,1951.836,1950-1959,12261141.63,17874.22908
17109,1954,CA,CCO,SABLE,9/19/1954,,14,8,1,1790.678,1950-1959,10660636.5,21859.92341
17110,1954,CA,CDF,POWER LINE #1,7/6/1954,,14,8,1,1756.716,1950-1959,11988860.94,25653.80044
17111,1954,CA,CDF,I. ZUMWALT,7/22/1954,,14,8,1,1643.367,1950-1959,11004924.12,18148.22701
17112,1954,CA,CDF,,,,14,8,1,1624.758,1950-1959,10946538.98,16814.96776
17113,1954,CA,CDF,COUNTY ROADSIDE #4,7/19/1954,,14,8,1,1561.977,1950-1959,10479458.54,16175.74787
17114,1954,CA,CDF,SMITH RANCH,6/11/1954,,14,8,1,1437.016,1950-1959,9049476.766,10823.3759
17115,1954,CA,CDF,CAPITAL LUMBER CO.,7/23/1954,,14,8,1,1423.528,1950-1959,9896877.125,18395.07349
17116,1954,CA,CDF,LUNEMAN #2,8/9/1954,,14,8,1,1142.891,1950-1959,7627108.539,13389.35835
17117,1954,CA,USF,CASUSE RIDGE,7/4/1954,,9,8,1,1063.177,1950-1959,7754647.887,14023.28124
17118,1954,CA,CCO,SULPHER MT.,2/6/1954,,14,8,1,1047.923,1950-1959,6241514.605,18834.53323
17119,1954,CA,CDF,MIX CANYON,10/26/1954,,14,8,1,1032.007,1950-1959,6808509.609,16202.82879
17120,1954,CA,CDF,TASHALA ESCAPE,8/22/1954,,14,8,1,1006.743,1950-1959,6845893.93,11226.12989
17121,1954,CA,CDF,LYTLE CREEK,7/29/1954,,14,8,1,997.7122,1950-1959,5922766.137,12707.5624
17122,1954,CA,CDF,GOPHER CANYON,8/29/1954,,14,8,1,988.027,1950-1959,5734166.914,13618.34032
17123,1954,CA,CDF,CORMAN ESTATE,6/20/1954,,14,8,1,930.5686,1950-1959,6113517.043,10423.4545
17124,1954,CA,CDF,CAMP NINE,8/28/1954,,14,8,1,900.4863,1950-1959,5896594.844,14799.44118
17125,1954,CA,CDF,SWEDES FLAT,6/30/1954,,14,8,1,849.4334,1950-1959,5776677.207,11619.07015
17126,1954,CA,CDF,HEILMAN,7/30/1954,,14,8,1,819.989,1950-1959,5017750.664,10579.17754
17127,1954,CA,CDF,RED MOUNTAIN,5/25/1954,,14,8,1,798.6353,1950-1959,5012154.516,10532.57979
17128,1954,CA,USF,,,,9,8,1,788.2894,1950-1959,4743398.063,9780.243682
17129,1954,CA,USF,,,,9,8,1,772.3417,1950-1959,4737014.094,11620.59998
17130,1954,CA,CDF,CAJON #2,7/6/1954,,14,8,1,755.8954,1950-1959,4495964.41,13235.80264
17131,1954,CA,CDF,DUFRENE ESCAPE,7/29/1954,,14,8,1,726.3806,1950-1959,4776778.258,17271.98315
17132,1954,CA,CDF,NICE,7/19/1954,,14,8,1,715.7832,1950-1959,4820985.723,11001.12737
17133,1954,CA,USF,BLUE GOAT,8/10/1954,,9,8,1,699.532,1950-1959,4274637.262,9185.15405
17134,1954,CA,CCO,TWIN LAKES,9/24/1954,,14,8,1,698.1675,1950-1959,4145717.441,11492.87666
17135,1954,CA,CCO,INDIAN VILLAGE,7/25/1954,,14,8,1,691.2073,1950-1959,4181531.75,10435.31641
17136,1954,CA,CDF,HANES,6/21/1954,,14,8,1,687.8934,1950-1959,4569900.676,8450.099143
17137,1954,CA,CDF,PRIGMORE ESCAPE,7/18/1954,,14,8,1,676.6469,1950-1959,4748008.961,10386.98388
17138,1954,CA,CCO,PICO,9/25/1954,,14,8,1,672.297,1950-1959,4004855.34,10861.18054
17139,1954,CA,CDF,ISABEL BURN ESCAPE,7/11/1954,,14,8,1,639.0255,1950-1959,4097253.891,8241.371173
17140,1954,CA,NPS,ELLIOTT R,7/29/1954,8/3/1954,14,8,1,634.0927,1950-1959,3984122.012,9344.146319
17141,1954,CA,USF,MYERS,7/28/1954,,9,8,1,617.8854,1950-1959,4524403.5,12020.32493
17142,1954,CA,CDF,COUNTY ROADSIDE #21,7/4/1954,,14,8,1,616.749,1950-1959,4207124.27,11229.96084
17143,1954,CA,CDF,SHEARER,7/18/1954,,14,8,1,582.1285,1950-1959,3746090.422,8184.189539
17144,1954,CA,USF,TIGER FORK,7/27/1954,,2,8,1,570.1154,1950-1959,4096526.535,8170.249031
17145,1954,CA,CDF,DE LA BRIANDIAS #2,6/20/1954,,14,8,1,552.3598,1950-1959,3657736.539,8654.442401
17146,1954,CA,CDF,CEMETERY,10/16/1954,,14,8,1,538.17,1950-1959,3137223.289,9214.098182
17147,1954,CA,CDF,ELLIOTTS CORNER,8/2/1954,,9,8,1,537.3281,1950-1959,3457526.695,9667.96291
17148,1954,CA,CDF,MUTH #2,8/17/1954,,14,8,1,524.9285,1950-1959,3658768.41,9570.653551
17149,1954,CA,CDF,U.S. RECLAMATION,8/7/1954,,14,8,1,515.6492,1950-1959,3492158.762,11803.829
17150,1954,CA,CDF,WOODWORTH,9/25/1954,,14,8,1,512.2773,1950-1959,3218927.684,7254.977206
17151,1954,CA,CDF,CAMP BEALE #1,6/21/1954,,14,8,1,509.4321,1950-1959,3428337.543,7259.358405
17152,1954,CA,CCO,J.F. GOODWIN,11/20/1954,,14,8,1,497.033,1950-1959,2995615.867,7275.093848
17153,1954,CA,CDF,BLACK HAWK MT.,7/24/1954,,18,8,1,483.3696,1950-1959,3085029.672,7108.325869
17154,1954,CA,CDF,EL MONTE #2,7/17/1954,,14,8,1,481.361,1950-1959,2769740.273,7241.269771
17155,1954,CA,CDF,COARSEGOLD CREEK,6/17/1954,,14,8,1,476.7523,1950-1959,3044149.602,6918.823774
17156,1954,CA,CDF,ARGYLE-ARMY,8/14/1954,,14,8,1,474.6599,1950-1959,2940295.82,11324.02055
17157,1954,CA,CDF,ZWINGE,9/5/1954,,14,8,1,436.5897,1950-1959,2866463.211,8177.92881
17158,1954,CA,CDF,ROSASCO ESCAPE,9/7/1954,,14,8,1,435.0637,1950-1959,2832265.395,12490.25255
17159,1954,CA,CCO,,7/12/1954,,14,8,1,430.8212,1950-1959,2568301.574,7321.449981
17160,1954,CA,CCO,KERN COUNTY LAND CO.,5/22/1954,,14,8,1,423.8509,1950-1959,2561099.492,6494.533744
17161,1954,CA,CDF,CALPELLA DUMP,7/28/1954,,14,8,1,422.819,1950-1959,2855383.395,6790.036521
17162,1954,CA,CDF,BUCKHORN MT.,8/13/1954,,14,8,1,421.8312,1950-1959,2731916.32,7175.019377
17163,1954,CA,CDF,S. O'KELL,6/20/1954,,14,8,1,419.9792,1950-1959,2765868.574,7354.167739
17164,1954,CA,CDF,,,,14,8,1,399.0457,1950-1959,2644494.762,6774.528211
17165,1954,CA,CDF,DELL ORTO ESCAPE,8/17/1954,,14,8,1,379.5299,1950-1959,2500260.883,7411.336486
17166,1954,CA,CDF,OMHELT LUMBER CO.,7/22/1954,,14,8,1,374.4668,1950-1959,2542559.281,6993.310009
17167,1954,CA,USF,KING,8/27/1954,,9,8,1,370.8475,1950-1959,2214529.234,5912.047004
17168,1954,CA,CDF,PETERSON,7/16/1954,,14,8,1,363,1950-1959,2423525.379,7087.938506
17169,1954,CA,BLM,,7/28/1954,,1,8,1,358.194,1950-1959,2616488.938,8950.796956
17170,1954,CA,CDF,W. GROTHE,7/7/1954,,14,8,1,343.9666,1950-1959,2261495.992,5539.693534
17171,1954,CA,CDF,STATE ROUTE 88,6/21/1954,,14,8,1,341.6072,1950-1959,2245597.93,5363.064966
17172,1954,CA,CDF,PIGEON PASS,7/9/1954,,14,8,1,330.4549,1950-1959,1950923.891,6891.164591
17173,1954,CA,CDF,UKIAH PINE,9/27/1954,,14,8,1,318.8657,1950-1959,2164053.961,7300.187301
17174,1954,CA,CDF,CULL CANYON,7/22/1954,,14,8,1,312.4066,1950-1959,2028015.742,7426.193233
17175,1954,CA,USF,,,,14,8,1,306.1882,1950-1959,1815975.504,5794.547081
17176,1954,CA,CDF,BOJOCK LBR. CO. #2,7/28/1954,,14,8,1,296.1078,1950-1959,1984832.156,7865.623483
17177,1954,CA,CDF,HACKETT,6/20/1954,,14,8,1,279.5094,1950-1959,1911644.816,6227.798761
17178,1954,CA,USF,,,,9,8,1,278.9886,1950-1959,1601982.152,6632.984635
17179,1954,CA,CDF,KIDDER CREEK,7/27/1954,,14,8,1,276.2276,1950-1959,1995919.418,6735.007902
17180,1954,CA,USF,,7/7/1954,,14,8,1,253.9533,1950-1959,1686011.707,5706.773075
17181,1954,CA,CDF,BALD ROCK #1,7/4/1954,,14,8,1,239.923,1950-1959,1640240.965,4790.908481
17182,1954,CA,CDF,KAISER,9/10/1954,,14,8,1,229.8209,1950-1959,1538047.258,6340.370931
17183,1954,CA,USF,HIGHLAND ,9/21/1954,9/22/1954,3,6,1,226.3591,1950-1959,1493503.152,5660.784655
17184,1954,CA,CDF,PERRY MOUNTAIN,3/14/1954,,14,8,1,221.1367,1950-1959,1476578.625,6194.025941
17185,1954,CA,USF,LEACH RANCH,,,9,8,1,212.9677,1950-1959,1526397.863,6231.729812
17186,1954,CA,USF,LIEBRE,8/29/1954,,14,8,1,209.771,1950-1959,1259564.621,6458.183647
17187,1954,CA,CDF,KIRK,8/20/1954,,14,8,1,193.4285,1950-1959,1209467.754,5639.273917
17188,1954,CA,USF,,,,9,8,1,182.5024,1950-1959,1059850.465,5138.389659
17189,1954,CA,USF,,,,9,8,1,174.8585,1950-1959,1104178.293,5504.536765
17190,1954,CA,CDF,NEWELL CREEK,7/29/1954,,14,8,1,166.089,1950-1959,1057965.293,6478.937596
17191,1954,CA,CDF,TWITCHELL,9/24/1954,,14,8,1,145.6804,1950-1959,989251.4531,4493.185412
17192,1954,CA,CDF,BIDSTRUP ESCAPE,9/19/1954,,14,8,1,140.8815,1950-1959,936263.2188,4198.465507
17193,1954,CA,USF,,,,9,8,1,140.3945,1950-1959,959477.8047,6929.417261
17194,1954,CA,CCO,,7/5/1954,,14,8,1,134.457,1950-1959,797595.5195,3942.598
17195,1954,CA,USF,,,,14,8,1,128.6064,1950-1959,921640.4414,5761.685733
17196,1954,CA,USF,,,,9,8,1,127.0772,1950-1959,733719.668,4775.295857
17197,1954,CA,CCO,,8/11/1954,,14,8,1,101.5687,1950-1959,603849.0313,4083.561556
17198,1954,CA,USF,BALD HORNET,7/30/1954,,2,8,1,100.8379,1950-1959,736029.8906,3496.003811
17199,1954,CA,USF,,,,14,8,1,99.34524,1950-1959,587029.4297,4244.199353
17200,1954,CA,USF,BURNT PEAK,8/7/1954,,14,8,1,90.35551,1950-1959,541627.4883,3505.269423
17201,1954,CA,USF,,,,9,8,1,78.46944,1950-1959,500097.0586,3618.985317
17202,1954,CA,USF,,,,1,8,1,77.63372,1950-1959,445476.4961,2772.417495
17203,1954,CA,USF,,,,14,8,1,77.44888,1950-1959,456709.3164,2861.666903
17204,1954,CA,CCO,MINT CYN,7/19/1954,,14,8,1,70.89556,1950-1959,422807.4063,2853.372198
17205,1954,CA,CDF,ROADSIDE #20 U.S. 101,9/24/1954,,14,8,1,62.29034,1950-1959,421408.4492,2725.964783
17206,1954,CA,USF,,,,14,8,1,53.63794,1950-1959,346944.3711,2653.043882
17207,1954,CA,USF,,,,9,8,1,53.40287,1950-1959,308399.9648,3021.184763
17208,1954,CA,USF,,,,9,8,1,49.79308,1950-1959,284747.3516,2373.85109
17209,1954,CA,CCO,,7/15/1954,,14,8,1,49.03455,1950-1959,290703.7383,2487.04562
17210,1954,CA,USF,,,,14,8,1,48.2296,1950-1959,286072.3164,2142.475263
17211,1954,CA,USF,,,,9,8,1,38.36582,1950-1959,259522.8867,2078.827953
17212,1954,CA,USF,GREEN GLADE,4/17/1954,,3,8,1,37.20017,1950-1959,271589.6094,2065.921073
17213,1954,CA,CCO,MIRA MONTE,7/1/1954,,14,8,1,30.18387,1950-1959,179976.1055,1645.322075
17214,1954,CA,USF,BUCK MEADOWS,2/11/1954,2/11/1954,5,8,1,21.95973,1950-1959,142639.0625,1552.104395
17215,1954,CA,USF,,,,9,8,1,14.31673,1950-1959,98795.50781,1258.360541
17216,1954,CA,CCO,,7/14/1954,,14,8,1,13.01066,1950-1959,77267.26953,1294.098798
17217,1954,CA,CCO,,8/27/1954,,14,8,1,12.36483,1950-1959,73408.62109,1607.757116
17218,1954,CA,USF,,,,1,8,1,11.31176,1950-1959,76864.31641,1064.334403
17219,1954,CA,CCO,,8/8/1954,,14,8,1,11.20142,1950-1959,66529.89453,1150.150749
17220,1954,CA,CCO,,7/19/1954,,14,8,1,9.470871,1950-1959,56155.46875,974.5936934
17221,1954,CA,USF,NELSON,5/18/1954,,2,8,1,8.961603,1950-1959,63599.10547,895.1254098
17222,1954,CA,USF,EAST FORK,9/26/1954,,9,8,1,7.965946,1950-1959,56407.88672,843.0014071
17223,1954,CA,CCO,,7/15/1954,,14,8,1,6.339351,1950-1959,37659.40625,1177.347526
17224,1954,CA,CCO,,6/20/1954,,14,8,1,5.901342,1950-1959,34924.58203,795.9535804
17225,1954,CA,CCO,,7/29/1954,,14,8,1,5.280945,1950-1959,31251.44141,676.736431
17226,1954,CA,USF,POLE # C2586,3/2/1954,,5,8,1,4.978459,1950-1959,36329.99219,676.5363548
17227,1954,CA,CCO,,8/18/1954,,14,8,1,4.03304,1950-1959,23971.58594,671.3529666
17228,1954,CA,USF,WATSON,5/17/1954,,2,8,1,3.983144,1950-1959,28171.94531,595.7536207
17229,1954,CA,USF,CAROL,9/17/1954,,9,8,1,2.987248,1950-1959,21177.32422,516.5279277
17230,1954,CA,CCO,,7/23/1954,,14,8,1,2.014008,1950-1959,11931.20703,506.658261
17231,1954,CA,NPS,CHALONE CREEK CAMPGROUND,5/29/1954,5/29/1954,14,6,1,1.091299,1950-1959,6846.410156,306.3125816
17232,1953,CA,USF,BIG DALTON,7/10/1953,,9,8,1,67702.05,1950-1959,408933677.9,90124.14712
17233,1953,CA,CDF,SAM JONES,7/10/1953,,14,8,1,35455.45,1950-1959,218676689.1,111160.9703
17234,1953,CA,USF,SULPHUR,7/2/1953,,14,8,1,31708.98,1950-1959,188979521.2,72504.42223
17235,1953,CA,USF,FISH FORK,9/9/1953,,14,8,1,24609.81,1950-1959,146312942,97171.8102
17236,1953,CA,CDF,CASEY,7/10/1953,,14,8,1,21023.73,1950-1959,130635043.2,72271.79358
17237,1953,CA,CCO,MONROVIA PEAK ,12/27/1953,,14,8,1,14061.26,1950-1959,83396694.09,54160.45366
17238,1953,CA,CCO,SHIELDS LEASE,10/31/1953,,14,8,1,11775.19,1950-1959,70065592.36,47291.05175
17239,1953,CA,USF,,,,9,8,1,9226.206,1950-1959,53634894.23,42982.04269
17240,1953,CA,CDF,BRONCO FLATS,10/4/1953,,9,8,1,8817.261,1950-1959,50519004.43,72985.98566
17241,1953,CA,USF,BARRETT,12/12/1953,,14,8,1,6867.87,1950-1959,40719716.52,66075.8483
17242,1953,CA,CDF,101 RANCH,10/6/1953,,14,8,1,4464.22,1950-1959,28102556.34,21067.43744
17243,1953,CA,CDF,ARROWHEAD SPRINGS,8/26/1953,,14,8,1,3104.872,1950-1959,18413333.66,35349.61542
17244,1953,CA,CDF,RHINEHART,10/4/1953,,14,8,1,3055.726,1950-1959,17957727.51,36328.83993
17245,1953,CA,CDF,W.M ALDERSON #2,7/11/1953,,14,8,1,2920.328,1950-1959,19486328.44,23101.16988
17246,1953,CA,CDF,ORRADRE,7/8/1953,,14,8,1,2843.24,1950-1959,17598006.7,23927.99561
17247,1953,CA,NPS,HETCH HETCHY,,,1,8,1,2816.768,1950-1959,18358853.17,26082.70364
17248,1953,CA,CDF,SAN JOAQUIN CO.,7/17/1953,,14,8,1,2759.82,1950-1959,18075754.5,28284.4319
17249,1953,CA,CDF,SUGAR LOAF,9/17/1953,,14,8,1,2602.486,1950-1959,17646209.71,19313.7418
17250,1953,CA,CDF,BULLIS,7/21/1953,,14,8,1,2590.893,1950-1959,16746196.45,19399.74125
17251,1953,CA,CDF,BAXTER,6/22/1953,,14,8,1,2418.514,1950-1959,15470337.71,18084.98705
17252,1953,CA,CDF,CONSOLE SPRINGS,6/13/1953,,14,8,1,2361.25,1950-1959,13927982.39,21711.27736
17253,1953,CA,USF,,,,14,8,1,2258.117,1950-1959,13391952.27,16661.73934
17254,1953,CA,CCO,,9/6/1953,,14,8,1,2249.37,1950-1959,13400386.76,19505.68319
17255,1953,CA,CDF,INDIAN PEAK,7/24/1953,,14,8,1,1854.55,1950-1959,11918305.23,19518.41203
17256,1953,CA,CDF,CHARLES,,,14,8,1,1785.541,1950-1959,11834306.36,15491.95022
17257,1953,CA,CDF,,,,14,8,1,1748.996,1950-1959,10198520.38,15137.30609
17258,1953,CA,CDF,BEAUREGARD,10/6/1953,,14,8,1,1548.329,1950-1959,9936541.059,14673.5139
17259,1953,CA,USF,,,,9,8,1,1546.682,1950-1959,9519173.684,13697.32289
17260,1953,CA,CDF,SHADY REST,7/7/1953,,14,8,1,1324.452,1950-1959,8384267.59,12934.23617
17261,1953,CA,CDF,TUNNEL HILL,10/4/1953,,14,8,1,1298.805,1950-1959,7463583.613,15088.89545
17262,1953,CA,CDF,R. BUCKELY,10/4/1953,,14,8,1,1258.368,1950-1959,8293691.188,13356.93435
17263,1953,CA,USF,,,,1,8,1,1174.931,1950-1959,7443562.559,12319.59328
17264,1953,CA,CDF,PUEBLITOS CANYON,6/11/1953,,14,8,1,1158.268,1950-1959,6725735.98,10840.11327
17265,1953,CA,CDF,LAMBERTSON,6/24/1953,,14,8,1,1102.433,1950-1959,7012431.016,14895.88172
17266,1953,CA,CDF,RATTLESNAKE,7/9/1953,,14,8,1,1087.934,1950-1959,7436669.238,12369.83464
17267,1953,CA,CDF,DEHESA,6/28/1953,,9,8,1,1023.743,1950-1959,5881066.98,13864.49732
17268,1953,CA,CDF,AQUEDUCT,10/5/1953,,14,8,1,1007.128,1950-1959,5858192.109,11752.1278
17269,1953,CA,USF,PINYON,6/15/1953,,14,8,1,975.4569,1950-1959,5815426.238,13289.28617
17270,1953,CA,CDF,ORDNANCE BLM #4,9/4/1953,,14,8,1,966.3048,1950-1959,6729486.313,13935.93366
17271,1953,CA,CDF,HALLELUJAH BLM #6,9/15/1953,,14,8,1,961.2187,1950-1959,6588937.477,13341.10752
17272,1953,CA,CDF,PANOCHE,6/29/1953,,14,8,1,919.7422,1950-1959,5778214.277,9956.281269
17273,1953,CA,USF,,,,9,8,1,918.114,1950-1959,5645684.086,9197.193034
17274,1953,CA,USF,,,,14,8,1,900.5454,1950-1959,5825525.715,10299.19383
17275,1953,CA,USF,,2/23/1953,,14,8,1,900.5449,1950-1959,5825522.277,10299.19714
17276,1953,CA,CDF,KLONDIKE,7/7/1953,,14,8,1,899.2834,1950-1959,5638349.055,12666.21979
17277,1953,CA,CDF,CAMP BEALE #5,7/9/1953,,14,8,1,881.048,1950-1959,5938003.684,10922.50317
17278,1953,CA,CCO,EDISON,8/17/1953,,14,8,1,873.1729,1950-1959,5205054.273,13949.61169
17279,1953,CA,CDF,ORESTIMBA PEAK,8/8/1953,,14,8,1,812.8229,1950-1959,5212072.77,9669.27649
17280,1953,CA,CDF,MONTE,10/27/1953,,14,8,1,808.078,1950-1959,4650111.457,10680.77735
17281,1953,CA,CDF,LEON ETCHEPARE,10/20/1953,,14,8,1,805.1232,1950-1959,5454782.34,10239.77436
17282,1953,CA,USF,,,,1,8,1,797.4023,1950-1959,5403824.594,10130.11981
17283,1953,CA,CDF,P.G.&E. #4,10/21/1953,,14,8,1,797.053,1950-1959,5195496.879,13056.48321
17284,1953,CA,CDF,ROADSIDE #1,7/4/1953,,14,8,1,744.9327,1950-1959,4841424.707,12390.71581
17285,1953,CA,CDF,BUENA VISTA,7/11/1953,,14,8,1,740.831,1950-1959,4656893.883,10690.41009
17286,1953,CA,CCO,,10/15/1953,,14,8,1,739.7206,1950-1959,4407924.672,9627.245019
17287,1953,CA,CDF,IRON MOUNTAIN,10/4/1953,,14,8,1,719.0571,1950-1959,4145614.012,10143.20567
17288,1953,CA,CDF,VIEJAS,5/5/1953,,14,8,1,707.6374,1950-1959,4066717.16,12250.14719
17289,1953,CA,CDF,CALIENTE,6/15/1953,,9,8,1,689.0168,1950-1959,4002675.625,11934.71183
17290,1953,CA,USF,,,,14,8,1,684.3267,1950-1959,4071740.461,8535.078719
17291,1953,CA,CDF,CAMPODONICO,10/2/1953,,14,8,1,680.6496,1950-1959,4125772.883,9833.458934
17292,1953,CA,CDF,B. HICKEY,8/25/1953,,14,8,1,671.4081,1950-1959,4423192.633,15003.32859
17293,1953,CA,CDF,BORY,6/29/1953,,14,8,1,654.5057,1950-1959,3862372.801,8580.825696
17294,1953,CA,CDF,O'NEAL,6/12/1953,,14,8,1,649.256,1950-1959,4126682.684,8124.392306
17295,1953,CA,CCO,RICE ROAD,5/13/1953,,14,8,1,638.2073,1950-1959,3806641.727,11524.02088
17296,1953,CA,CDF,HAMLET,12/22/1953,,14,8,1,630.931,1950-1959,3630615.688,8344.131576
17297,1953,CA,CDF,STATE HIGHWAY 37 #3,10/5/1953,,14,8,1,605.2048,1950-1959,3990063.047,8362.524119
17298,1953,CA,CCO,,10/8/1953,,14,8,1,586.7672,1950-1959,3473330.57,8519.524591
17299,1953,CA,USF,MADDOCK,7/7/1953,,14,8,1,557.9131,1950-1959,3306091.195,11968.26309
17300,1953,CA,USF,SHAKE,8/23/1953,,14,8,1,556.6123,1950-1959,3339369.438,9335.071949
17301,1953,CA,CDF,HIGH MTN.,7/16/1953,,14,8,1,556.4593,1950-1959,3648994.711,9397.75728
17302,1953,CA,CDF,CASSACIA #2,10/8/1953,,14,8,1,551.9267,1950-1959,3558767.93,7410.567324
17303,1953,CA,CDF,L.V. & J.D. MOSSMAN,6/17/1953,,14,8,1,548.3057,1950-1959,3710337.902,9850.569589
17304,1953,CA,CDF,MCKINLEY,7/21/1953,,14,8,1,534.9499,1950-1959,3141232.102,10369.30769
17305,1953,CA,CDF,STEELE CANYON #2,9/11/1953,,14,8,1,534.0375,1950-1959,3062389.563,9157.304511
17306,1953,CA,CDF,NEWKIRK,8/22/1953,,14,8,1,504.9449,1950-1959,3333717.727,7426.634569
17307,1953,CA,CDF,BREAK,8/26/1953,,14,8,1,504.2091,1950-1959,2978032.891,7430.480354
17308,1953,CA,CDF,S. SAMUELS,9/13/1953,,14,8,1,501.4868,1950-1959,3312218.016,7992.58291
17309,1953,CA,CDF,DELONG CREEK,7/20/1953,,14,8,1,493.4548,1950-1959,3172803.137,7899.589898
17310,1953,CA,USF,,,,14,8,1,490.859,1950-1959,2912530.25,10888.77242
17311,1953,CA,CDF,SWYCAFFER,6/27/1953,,14,8,1,471.6235,1950-1959,2725584.953,7286.707912
17312,1953,CA,CDF,SIERRA RR #1,8/3/1953,,14,8,1,458.2457,1950-1959,2972558.91,7214.110326
17313,1953,CA,CDF,,,,14,8,1,457.3062,1950-1959,2679369.074,6318.303966
17314,1953,CA,NPS,ROCKY POINT,,,1,8,1,457.0072,1950-1959,2956827.363,6976.355367
17315,1953,CA,CDF,SAUNDERS,10/2/1953,,14,8,1,443.6046,1950-1959,3080500.711,7259.02745
17316,1953,CA,USF,PINOCHE,9/14/1953,,14,8,1,440.4121,1950-1959,2847017.738,7199.561405
17317,1953,CA,USF,,,,14,8,1,435.8233,1950-1959,2586717.031,9675.773126
