OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
1895,2021,CA,CDF,BORDER 2,1/13/2021,1/21/2021,5,7,1,18.64428,2020-2025,106607.168,1924.436321
1896,2021,CA,CDF,BELL,5/20/2021,5/20/2021,2,1,1,18.61205,2020-2025,123299.0156,1628.985844
1897,2021,CA,CCO,CALIENTE,7/12/2021,7/12/2021,6,1,1,18.59738,2020-2025,113191.6016,10961.87234
1898,2021,CA,CDF,CREEK WEST,6/9/2021,6/10/2021,7,1,1,18.52191,2020-2025,123894.0703,1364.235275
1899,2021,CA,CDF,KATHRYN,6/15/2021,6/15/2021,14,1,1,18.46991,2020-2025,108179.4844,1782.158574
1900,2021,CA,LRA,WISE,5/19/2021,5/20/2021,11,1,1,18.2641,2020-2025,122304.3906,1544.113384
1901,2021,CA,CDF,SPRING,6/12/2021,6/16/2021,2,1,1,18.20975,2020-2025,123101.9844,1789.660769
1902,2021,CA,CDF,TOMKI,5/21/2021,5/24/2021,14,1,1,18.17299,2020-2025,123207.0273,2539.833688
1903,2021,CA,CDF,OWENS,6/6/2021,6/8/2021,9,1,1,17.97407,2020-2025,114103,1763.181938
1904,2021,CA,USF,CORRAL,4/5/2021,4/6/2021,14,1,1,17.29091,2020-2025,103841.9922,1313.595887
1905,2021,CA,CCO,MIDDLE,11/11/2021,11/11/2021,11,1,1,17.06123,2020-2025,99265.79688,1238.323525
1906,2021,CA,USF,CLOUD,6/13/2021,6/13/2021,9,6,1,16.93808,2020-2025,100420.7461,2241.213226
1907,2021,CA,CDF,HARRIS,7/6/2021,7/6/2021,14,1,1,16.39773,2020-2025,113554.9258,1504.078138
1908,2021,CA,CDF,TOWER,6/5/2021,6/5/2021,14,5,1,16.29048,2020-2025,99274.60938,1468.536705
1909,2021,CA,LRA,MYRNA,8/12/2021,8/12/2021,14,6,1,15.82752,2020-2025,106460.4609,1192.102873
1910,2021,CA,LRA,MOUNTAIN,5/26/2021,5/26/2021,14,1,1,15.71013,2020-2025,95985.24609,2354.517123
1911,2021,CA,CDF,BORDER 9,5/28/2021,5/31/2021,9,6,1,15.36915,2020-2025,87824.92188,1571.356985
1912,2021,CA,LRA,COYOTE,4/30/2021,5/1/2021,14,3,1,15.35531,2020-2025,91153.19141,1334.569588
1913,2021,CA,CDF,LITTLE,7/3/2021,7/4/2021,9,6,1,15.33097,2020-2025,107866.7656,1828.984301
1914,2021,CA,USF,BOYDEN 1,3/3/2021,3/18/2021,5,6,1,14.57344,2020-2025,92198.8125,1159.946336
1915,2021,CA,CDF,AMERICAN,8/27/2021,8/27/2021,7,1,1,14.40411,2020-2025,90826.26563,1617.258008
1916,2021,CA,CDF,GRAHAM,5/27/2021,5/27/2021,2,1,1,14.35726,2020-2025,100359.4336,1803.091169
1917,2021,CA,LRA,MADERA 2,4/1/2021,4/1/2021,2,4,1,14.21907,2020-2025,84508.24609,1480.0335
1918,2021,CA,CDF,CARY,5/6/2021,5/10/2021,14,6,1,14.00693,2020-2025,81929.67969,1246.008548
1919,2021,CA,USF,LITTLE MARBLE,9/8/2021,9/14/2021,4,1,1,14.00079,2020-2025,101266.3672,6310.330487
1920,2021,CA,CDF,1-4 BIZZ,6/23/2021,6/25/2021,1,1,1,13.89517,2020-2025,97056.53906,1569.627664
1921,2021,CA,CDF,DEVORE,5/4/2021,5/4/2021,9,1,1,13.80691,2020-2025,82032.84375,2189.944481
1922,2021,CA,CDF,FERRIS,2/21/2021,2/21/2021,5,7,1,13.79761,2020-2025,85414.65625,1590.783722
1923,2021,CA,CDF,STEINS,6/26/2021,6/26/2021,9,1,1,13.73235,2020-2025,91277.00781,3142.997438
1924,2021,CA,CDF,DOOLITTLE,9/3/2021,9/4/2021,10,1,1,13.62084,2020-2025,91843.74219,1421.609039
1925,2021,CA,CDF,RUTH 2,6/6/2021,6/8/2021,2,1,1,13.3051,2020-2025,83972.91406,1702.75225
1926,2021,CA,USF,DOW,10/5/2021,10/11/2021,9,6,1,12.49597,2020-2025,88104.69531,1451.592362
1927,2021,CA,NPS,SENTINEL,7/29/2021,10/25/2021,1,2,1,12.4895,2020-2025,78887.57031,1434.669025
1928,2021,CA,BLM,R-1 ROCK,5/14/2021,5/18/2021,1,1,1,12.32582,2020-2025,87600.67188,1675.70405
1929,2021,CA,LRA,KELLOGG,1/19/2021,1/19/2021,14,1,1,12.2616,2020-2025,72488.96094,1239.724519
1930,2021,CA,CCO,DULCE,7/4/2021,7/4/2021,14,1,1,12.19143,2020-2025,72843.36328,1372.733613
1931,2021,CA,CDF,LOMA,8/8/2021,8/10/2021,2,1,1,12.10306,2020-2025,81916.97656,1553.262511
1932,2021,CA,CCO,ROOST,7/17/2021,7/17/2021,14,1,1,12.09895,2020-2025,73388.55078,1211.347168
1933,2021,CA,CDF,WATTS,5/5/2021,5/5/2021,9,1,1,11.88744,2020-2025,75282.08984,1546.41664
1934,2021,CA,CDF,HUTTO,5/31/2021,5/31/2021,2,1,1,11.46257,2020-2025,77278.06641,1489.562814
1935,2021,CA,NPS,PORCUPINE,7/2/2021,8/4/2021,1,1,1,11.19756,2020-2025,72742.02734,1902.722723
1936,2021,CA,USF,MOSS,8/27/2021,8/31/2021,9,7,1,11.17857,2020-2025,79185.89063,1792.255235
1937,2021,CA,NPS,KING,6/29/2021,7/6/2021,1,2,1,11.13475,2020-2025,72126.58203,1011.515513
1938,2021,CA,USF,TANGLE,7/5/2021,7/13/2021,9,7,1,11.05462,2020-2025,79132.99609,1661.808745
1939,2021,CA,CDF,CRESTON,6/18/2021,6/18/2021,14,5,1,11.01676,2020-2025,67544.01953,1942.019273
1940,2021,CA,CDF,EASTSIDE,8/3/2021,8/4/2021,2,1,1,10.85849,2020-2025,72149.05859,1196.395819
1941,2021,CA,CDF,ANTELOPE,5/4/2021,5/4/2021,10,1,1,10.67426,2020-2025,65701.80859,2707.340827
1942,2021,CA,CCO,LAGUNA,6/16/2021,6/16/2021,14,1,1,10.62967,2020-2025,62165.10156,2761.005063
1943,2021,CA,USF,HORSE,3/26/2021,4/1/2021,9,6,1,10.61282,2020-2025,77501.07031,1051.316122
1944,2021,CA,USF,BLUE,5/11/2021,5/19/2021,9,1,1,10.4138,2020-2025,61909.66406,1285.11258
1945,2021,CA,LRA,PRESERVE,10/3/2021,10/3/2021,14,1,1,10.0517,2020-2025,61757.99609,1179.088647
1946,2021,CA,USF,GREENHORN,4/13/2021,4/13/2021,14,6,1,9.6,2020-2025,66120.29688,1152.333307
1947,2021,CA,CDF,KIBBIE,9/6/2021,9/12/2021,14,1,1,9.580426,2020-2025,64664.52734,1105.681577
1948,2021,CA,LRA,SMITH,6/11/2021,6/11/2021,2,1,1,9.446896,2020-2025,65249.25,1322.699479
1949,2021,CA,CCO,EDMONSON,6/30/2021,6/30/2021,10,1,1,9.158972,2020-2025,55302.03516,997.1794058
1950,2021,CA,CCO,RIDGE,8/28/2021,8/29/2021,14,1,1,8.997741,2020-2025,54170.6875,1332.458592
1951,2021,CA,FWS,CAMPO,1/20/2021,1/20/2021,14,1,1,8.976994,2020-2025,51492.5625,1402.73121
1952,2021,CA,CCO,BEALE,6/19/2021,6/19/2021,10,1,1,8.94504,2020-2025,54448.69922,1454.872767
1953,2021,CA,CDF,TWITCHELL,5/10/2021,5/10/2021,10,6,1,8.925045,2020-2025,53981.66797,2025.305304
1954,2021,CA,CDF,TRAIL,4/10/2021,4/10/2021,14,1,1,8.890034,2020-2025,54083.41797,1846.23265
1955,2021,CA,CDF,GROVE,5/26/2021,5/26/2021,14,1,1,8.765407,2020-2025,57675.94531,1159.548581
1956,2021,CA,CDF,SCOTTS,4/28/2021,4/28/2021,9,1,1,8.720953,2020-2025,58736.39844,1454.226318
1957,2021,CA,CDF,GREEN,5/8/2021,5/8/2021,5,1,1,8.655844,2020-2025,58145.94141,1538.644948
1958,2021,CA,CDF,BLOOM,1/19/2021,1/21/2021,9,1,1,8.611075,2020-2025,54969.96484,1321.454041
1959,2021,CA,NPS,FORK,7/1/2021,7/12/2021,1,1,1,8.557461,2020-2025,55406.86328,1718.098503
1960,2021,CA,USF,LONE,7/4/2021,7/5/2021,9,1,1,8.430901,2020-2025,50106.65234,1580.078955
1961,2021,CA,CDF,MUSTANG,6/13/2021,6/13/2021,7,1,1,7.733727,2020-2025,51569.26953,880.1330076
1962,2021,CA,CCO,HERMOSA,9/12/2021,9/12/2021,14,1,1,7.573153,2020-2025,46081.55078,2815.833042
1963,2021,CA,USF,BAMBI,8/11/2021,8/18/2021,4,7,1,7.521858,2020-2025,43252.22656,1202.477173
1964,2021,CA,CCO,PICO,7/6/2021,7/6/2021,2,1,1,7.302879,2020-2025,42588.39453,1087.057333
1965,2021,CA,CCO,FLORES,7/19/2021,7/19/2021,14,1,1,6.922003,2020-2025,40922.27734,1173.61545
1966,2021,CA,CDF,CLOVER,8/26/2021,8/26/2021,14,1,1,6.763107,2020-2025,45186.42578,818.171835
1967,2021,CA,CDF,GRANGE,7/7/2021,7/7/2021,2,1,1,6.612106,2020-2025,43608.45313,1151.747327
1968,2021,CA,NPS,COLD,8/13/2021,10/3/2021,1,1,2,6.576556,2020-2025,42874.73438,3256.497043
1969,2021,CA,CCO,AROSA,7/8/2021,7/8/2021,14,1,1,6.567343,2020-2025,39798.08203,1171.857966
1970,2021,CA,NPS,HART,8/31/2021,9/4/2021,1,1,1,6.53971,2020-2025,39732.16406,1483.513305
1971,2021,CA,LRA,VIRGENES,4/29/2021,4/29/2021,14,1,1,6.461127,2020-2025,38272.45313,841.4407503
1972,2021,CA,CDF,PLYE,8/7/2021,8/7/2021,7,1,1,6.29127,2020-2025,42376.30469,926.6712534
1973,2021,CA,CCO,CECIL,7/15/2021,7/15/2021,10,1,1,6.260819,2020-2025,36566.91406,971.1904597
1974,2021,CA,CCO,HILL NORTH DIVISION,6/21/2021,6/21/2021,14,1,1,6.112738,2020-2025,37065.98828,1097.099261
1975,2021,CA,CDF,ACACIA,5/29/2021,5/29/2021,2,1,1,6.082049,2020-2025,40184.58594,1055.994916
1976,2021,CA,CCO,MESA,8/12/2021,8/12/2021,14,1,1,5.923486,2020-2025,35656.57813,963.5340793
1977,2021,CA,LRA,RIDGE,8/6/2021,8/6/2021,2,1,1,5.647393,2020-2025,33082.9375,879.3353478
1978,2021,CA,CDF,LEESVILLE,7/3/2021,7/3/2021,8,1,1,5.558945,2020-2025,37438.71094,787.935723
1979,2021,CA,CCO,GRAPEVINE,4/20/2021,4/20/2021,10,1,1,5.185684,2020-2025,31299.73438,1241.40265
1980,2021,CA,NPS,CASTLE,3/19/2021,3/21/2021,4,7,1,5.136026,2020-2025,31292.46875,1465.369354
1981,2021,CA,CDF,VISTA,4/27/2021,4/27/2021,5,1,1,5.135205,2020-2025,31311.63672,711.1946359
1982,2021,CA,LRA,KNOLLS,2/28/2021,2/28/2021,14,1,1,5.079092,2020-2025,30009.52344,1699.601727
1983,2021,CA,CDF,COYOTE,1/21/2021,1/21/2021,5,1,1,4.889593,2020-2025,29889.125,924.4682806
1984,2021,CA,CDF,DIMOND,7/30/2021,7/30/2021,7,1,1,4.771153,2020-2025,31877.6875,1058.486029
1985,2021,CA,CDF,DREAM,6/23/2021,6/23/2021,7,1,1,4.769748,2020-2025,31392.32813,769.1524617
1986,2021,CA,CDF,HOVEY,5/5/2021,5/5/2021,5,1,1,4.767107,2020-2025,34677.00391,909.0903613
1987,2021,CA,CCO,TUNA,7/9/2021,7/9/2021,14,4,1,4.544237,2020-2025,26855.39453,893.3741584
1988,2021,CA,CCO,SULPHUR,4/17/2021,4/17/2021,14,6,1,4.328094,2020-2025,25764.02344,586.8886529
1989,2021,CA,LRA,VIRGINIA,3/5/2021,3/6/2021,14,6,1,4.259815,2020-2025,25313.70313,615.986734
1990,2021,CA,CDF,MALLARD,6/11/2021,6/11/2021,2,6,1,4.217206,2020-2025,29556.3125,788.7741594
1991,2021,CA,CDF,BROWNELL,4/13/2021,4/13/2021,5,1,1,4.151186,2020-2025,30385.97656,1084.379114
1992,2021,CA,CDF,MARY,4/22/2021,4/22/2021,18,1,1,4.059574,2020-2025,29278.50781,994.964289
1993,2021,CA,CDF,OLD,1/18/2021,1/18/2021,11,1,1,3.873497,2020-2025,25848.53906,756.577794
1994,2021,CA,CCO,FREEWAY,4/17/2021,4/17/2021,10,1,1,3.822008,2020-2025,23087.5,906.8241426
1995,2021,CA,CDF,CREEK,8/1/2021,8/1/2021,7,1,1,3.695564,2020-2025,24640.68359,937.8176019
1996,2021,CA,CCO,SYCAMORE,8/2/2021,8/2/2021,10,1,1,3.27472,2020-2025,19692.67578,615.4391221
1997,2021,CA,CCO,SCALES,6/27/2021,6/27/2021,10,1,1,3.222384,2020-2025,19528.5,683.4971763
1998,2021,CA,CDF,AROMAS,6/26/2021,6/26/2021,10,7,1,3.190873,2020-2025,20208.73438,591.4617995
1999,2021,CA,LRA,LAND,6/3/2021,6/3/2021,14,1,1,3.060403,2020-2025,18649.18359,861.60353
2000,2021,CA,LRA,LAURIE,4/25/2021,4/25/2021,14,6,1,3.041959,2020-2025,18099.14063,860.7990096
2001,2021,CA,LRA,LAVAL,5/23/2021,5/23/2021,14,1,1,2.929613,2020-2025,17706.69922,710.9957374
2002,2021,CA,CCO,Backus 2,4/25/2021,4/25/2021,14,1,1,2.897352,2020-2025,17495.64453,777.9218719
2003,2021,CA,CCO,PACIFICO,1/17/2021,1/17/2021,15,7,1,2.883715,2020-2025,17045.55859,769.7211016
2004,2021,CA,CDF,COUNTY,5/8/2021,5/8/2021,11,1,1,2.854398,2020-2025,19001.35938,638.5582904
2005,2021,CA,CDF,OAK,6/14/2021,6/14/2021,2,1,1,2.842491,2020-2025,18991.38281,555.3291773
2006,2021,CA,FWS,CASJR STRINGER,6/17/2021,6/17/2021,11,1,1,2.734319,2020-2025,17696.94922,1193.708413
2007,2021,CA,CDF,COLEMAN,7/18/2021,7/18/2021,7,1,1,2.714847,2020-2025,17912.99609,595.9980963
2008,2021,CA,CCO,SPRINGS,1/19/2021,1/19/2021,14,1,1,2.711827,2020-2025,16191.21094,602.7698071
2009,2021,CA,CDF,REGIONAL,6/5/2021,6/5/2021,9,7,1,2.635708,2020-2025,16564.72266,676.5536045
2010,2021,CA,CDF,WEST,5/26/2021,5/26/2021,10,1,1,2.58838,2020-2025,17132.08203,540.4750705
2011,2021,CA,CDF,TIFFANY,1/13/2021,1/13/2021,5,1,1,2.45159,2020-2025,14885.60547,637.8794208
2012,2021,CA,CCO,GRANITE INC,3/1/2021,3/1/2021,11,1,1,2.381455,2020-2025,14589.46094,711.6617135
2013,2021,CA,CDF,MEAMBER,5/30/2021,5/30/2021,5,1,1,2.300643,2020-2025,16686,586.9836072
2014,2021,CA,CCO,NEWTON,1/8/2021,1/8/2021,14,1,1,2.265879,2020-2025,13399.23828,443.8706464
2015,2021,CA,LRA,PECK,6/24/2021,6/24/2021,14,6,1,2.240738,2020-2025,13332.38672,468.8201391
2016,2021,CA,CCO,ROCKY 3,8/18/2021,8/18/2021,14,4,1,2.237706,2020-2025,13293.89844,486.8620665
2017,2021,CA,CDF,MUNIZ,4/20/2021,4/20/2021,5,1,1,2.227886,2020-2025,14745.20313,521.1592674
2018,2021,CA,CCO,DALTON,9/24/2021,9/24/2021,10,1,1,2.21358,2020-2025,13117.14844,665.0760048
2019,2021,CA,CCO,PARK,6/12/2021,6/12/2021,10,1,1,2.092052,2020-2025,12587.01953,671.9723123
2020,2021,CA,LRA,TONNER,9/30/2021,9/30/2021,14,1,1,1.969455,2020-2025,11616.12109,442.4694596
2021,2021,CA,CDF,INDEPENDENCE,5/24/2021,5/24/2021,2,5,1,1.923519,2020-2025,11833.21875,434.8527862
2022,2021,CA,CDF,SPRING,7/9/2021,7/9/2021,9,1,1,1.90975,2020-2025,12644.34375,467.6411589
2023,2021,CA,USF,NEWTON,1/8/2021,1/8/2021,14,1,1,1.865689,2020-2025,11034.14844,782.094252
2024,2021,CA,CDF,BORDER,1/10/2021,1/21/2021,9,7,1,1.850452,2020-2025,10579.11719,504.8226508
2025,2021,CA,LRA,RANCH,4/15/2021,4/15/2021,14,6,1,1.800984,2020-2025,10723.02344,373.7584272
2026,2021,CA,LRA,KIWI,6/7/2021,6/7/2021,2,1,1,1.75886,2020-2025,11575.72656,489.9099888
2027,2021,CA,CCO,SABODAN,6/1/2021,6/1/2021,2,1,1,1.751998,2020-2025,10596.625,626.6847844
2028,2021,CA,CDF,CRYSTAL,8/25/2021,8/25/2021,4,1,1,1.731484,2020-2025,10812.875,441.4216302
2029,2021,CA,CDF,ROUND,6/8/2021,6/8/2021,14,1,1,1.699813,2020-2025,11905.72266,611.3045701
2030,2021,CA,CDF,RANCH,5/5/2021,5/5/2021,5,1,1,1.678553,2020-2025,12076.01172,594.3555453
2031,2021,CA,CCO,WINDY RIDGE,5/26/2021,5/26/2021,14,1,1,1.663294,2020-2025,9771.527344,593.6791647
2032,2021,CA,CDF,WILSON,4/29/2021,4/29/2021,5,1,1,1.552339,2020-2025,10328.99219,462.6340484
2033,2021,CA,CCO,VASQUEZ,8/6/2021,8/6/2021,14,1,1,1.501651,2020-2025,8964.011719,594.4010241
2034,2021,CA,CCO,BOAT,7/1/2021,7/1/2021,10,1,1,1.496656,2020-2025,9008.015625,807.783561
2035,2021,CA,CCO,TURNBULL,4/18/2021,4/18/2021,14,1,1,1.467101,2020-2025,8657.671875,419.574015
2036,2021,CA,CDF,ADOBE,1/18/2021,1/18/2021,2,1,1,1.444209,2020-2025,8835.589844,410.6619693
2037,2021,CA,CDF,OLD HIGHWAY 80  / LA POSTA RD,9/24/2021,9/24/2021,1,6,1,1.378734,2020-2025,7924.023438,357.627549
2038,2021,CA,CDF,STUBBS,8/2/2021,8/2/2021,7,1,1,1.37785,2020-2025,9251.789063,417.9256317
2039,2021,CA,CCO,YOSEMITE,7/22/2021,7/23/2021,14,1,1,1.366251,2020-2025,8119.894531,517.2997251
2040,2021,CA,CDF,CREEK,8/29/2021,8/29/2021,7,1,1,1.284499,2020-2025,8543.523438,362.969167
2041,2021,CA,LRA,PEAK,7/20/2021,7/20/2021,10,7,1,1.283047,2020-2025,7621.835938,374.381936
2042,2021,CA,CDF,IRON,5/6/2021,5/6/2021,9,1,1,1.248572,2020-2025,7645.886719,327.2343295
2043,2021,CA,CDF,SODA,4/17/2021,4/17/2021,5,1,1,1.20866,2020-2025,8055.453125,389.7807375
2044,2021,CA,LRA,MANOR,9/6/2021,9/6/2021,14,1,1,1.198664,2020-2025,7317.832031,327.385448
2045,2021,CA,LRA,RYE,2/2/2021,2/2/2021,2,1,1,1.171693,2020-2025,6991.007813,381.443667
2046,2021,CA,CCO,UNNAMED,6/18/2021,6/18/2021,2,6,1,1.121165,2020-2025,6691.34375,485.1409095
2047,2021,CA,CDF,I-80 LYNCH,8/17/2021,8/17/2021,10,1,1,1.08848,2020-2025,7141.320313,528.1533265
2048,2021,CA,CDF,CERRITO,4/18/2021,4/18/2021,9,1,1,1.056455,2020-2025,7094.75,391.3540875
2049,2021,CA,CDF,MOUNTAIN,8/22/2021,8/22/2021,7,1,1,1.039344,2020-2025,6912.84375,466.035335
2050,2021,CA,CDF,HIGUERA,10/10/2021,10/10/2021,14,6,1,1.038185,2020-2025,6310.464844,500.8615761
2051,2021,CA,CCO,DOYLE,6/28/2021,6/28/2021,14,1,1,1.020253,2020-2025,6273.125,352.9911993
2052,2021,CA,CDF,SPRING,1/19/2021,1/19/2021,5,1,1,1.017629,2020-2025,6736.792969,334.0909642
2053,2021,CA,LRA,BONITA,7/24/2021,7/24/2021,10,1,1,1.013455,2020-2025,5927.4375,449.2836413
2054,2021,CA,FWS,MILLAR,10/1/2021,10/1/2021,11,4,1,0.4009637,2020-2025,2297.476563,202.4807269
2055,2020,CA,USF,AUGUST COMPLEX,8/16/2020,11/11/2020,1,3,1,1032700,2020-2025,7116307900,1695542.555
2056,2020,CA,CDF,SCU LIGHTNING COMPLEX,8/16/2020,9/11/2020,1,2,1,396824.5,2020-2025,2545883719,634336.3388
2057,2020,CA,USF,CREEK,9/4/2020,12/24/2020,14,8,1,379842.4,2020-2025,2435747264,1030210.522
2058,2020,CA,USF,NORTH COMPLEX,8/17/2020,12/3/2020,1,1,1,318797.3,2020-2025,2183903307,515161.1407
2059,2020,CA,CDF,HENNESSEY,8/17/2020,9/16/2020,1,7,1,305351.9,2020-2025,2027266568,1008834.884
2060,2020,CA,USF,CASTLE,8/19/2020,1/4/2021,1,7,1,170647.9,2020-2025,1063135640,897716.7605
2061,2020,CA,USF,SLATER,9/8/2020,12/12/2020,14,3,1,157429.9,2020-2025,1152491340,580102.5519
2062,2020,CA,USF,RED SALMON COMPLEX,7/27/2020,11/19/2020,1,8,1,143836.4,2020-2025,1026602327,464942.0179
2063,2020,CA,USF,DOLAN,8/18/2020,12/31/2020,14,7,1,124527.4,2020-2025,772950527.9,255261.3971
2064,2020,CA,USF,BOBCAT,9/6/2020,10/19/2020,14,7,1,115998,2020-2025,690091830.3,433313.0739
2065,2020,CA,CDF,CZU LIGHTNING COMPLEX,8/16/2020,9/24/2020,1,7,1,86553.46,2020-2025,552318495.8,255052.1933
2066,2020,CA,BLM,W-5 COLD SPRINGS,8/18/2020,9/13/2020,1,7,1,84817.6,2020-2025,604907700,218761.3435
2067,2020,CA,NPS,CALDWELL,7/22/2020,9/1/2020,1,7,1,81224.68,2020-2025,590731985.5,236072.5003
2068,2020,CA,CDF,GLASS,9/27/2020,10/20/2020,14,7,1,67484.41,2020-2025,447043239,272074.1735
2069,2020,CA,CDF,ZOGG,9/27/2020,10/13/2020,14,3,1,56338.05,2020-2025,393993433.3,190609.1699
2070,2020,CA,CDF,WALBRIDGE,8/17/2020,9/11/2020,1,7,1,55208.94,2020-2025,366514226.4,157572.9083
2071,2020,CA,CDF,RIVER,8/16/2020,9/4/2020,1,7,1,50213.82,2020-2025,314948094,188233.1559
2072,2020,CA,USF,LOYALTON,8/14/2020,8/27/2020,1,8,1,46720.91,2020-2025,319860110.6,132036.5505
2073,2020,CA,NPS,DOME,8/15/2020,9/12/2020,1,8,1,44211.25,2020-2025,269171466.6,94295.13924
2074,2020,CA,CDF,APPLE,7/31/2020,11/15/2020,2,1,1,33235.8,2020-2025,196302156.8,153641.7457
2075,2020,CA,USF,LAKE,8/12/2020,8/30/2020,14,7,1,30999.4,2020-2025,185934914.7,117870.1978
2076,2020,CA,CDF,MINERAL,7/13/2020,7/26/2020,14,2,1,29666.96,2020-2025,184633612.4,113981.4023
2077,2020,CA,USF,SHEEP,8/17/2020,9/7/2020,1,7,1,29541.14,2020-2025,205912404.5,123134.8698
2078,2020,CA,USF,SLINK,8/29/2020,11/13/2020,14,7,1,26751.78,2020-2025,177137743,120615.4476
2079,2020,CA,CDF,GOLD,7/20/2020,10/29/2020,14,7,1,22652.56,2020-2025,161406943.3,129127.7856
2080,2020,CA,USF,EL DORADO,9/5/2020,11/16/2020,14,2,1,22503.71,2020-2025,133129604,116688.8401
2081,2020,CA,BLM,MOUNTAIN VIEW,11/17/2020,11/30/2020,14,2,1,20374.56,2020-2025,135042607.6,71386.55605
2082,2020,CA,USF,VALLEY,9/5/2020,9/24/2020,14,3,1,16389.54,2020-2025,94002681.05,112779.7882
2083,2020,CA,CDF,BLUE RIDGE,10/26/2020,11/2/2020,14,7,1,13694.53,2020-2025,80671871.36,65838.87538
2084,2020,CA,CDF,SILVERADO,10/26/2020,11/2/2020,14,7,1,12469.21,2020-2025,73125983.45,65362.59357
2085,2020,CA,BLM,BACCARAT,10/4/2020,10/11/2020,14,2,1,10456.4,2020-2025,71729594.34,48876.51909
2086,2020,CA,CDF,HOG,7/18/2020,8/28/2020,14,7,1,9566.36,2020-2025,66866941.31,85678.34404
2087,2020,CA,BLM,NADEAU,7/29/2020,8/4/2020,14,7,1,9150.402,2020-2025,56715274.25,81985.60845
2088,2020,CA,USF,DEVIL,9/9/2020,,14,7,1,8871.938,2020-2025,64904831.31,108856.5948
2089,2020,CA,NPS,RATTLESNAKE,8/16/2020,12/28/2020,1,7,2,8422.869,2020-2025,52760004.86,142312.8367
2090,2020,CA,CCO,STAGECOACH,8/3/2020,8/3/2020,14,1,1,7750.637,2020-2025,47373861.88,46920.3382
2091,2020,CA,CDF,CARMEL,8/18/2020,9/6/2020,10,7,1,6996.944,2020-2025,43813350.5,55600.12332
2092,2020,CA,NPS,BLUEJAY,7/25/2020,11/19/2020,1,7,2,6922.014,2020-2025,44992207.99,55875.1321
2093,2020,CA,BLM,NORTH,8/2/2020,8/10/2020,10,7,1,6882.293,2020-2025,47310873.33,55841.28808
2094,2020,CA,CDF,BOND,12/3/2020,12/7/2020,14,7,1,6681.099,2020-2025,39200475.43,52771.36548
2095,2020,CA,CDF,SNOW,9/17/2020,9/24/2020,10,2,1,6253.439,2020-2025,36805044.79,48686.07831
2096,2020,CA,CDF,CREWS,7/5/2020,7/15/2020,8,2,1,5513.191,2020-2025,35060829.5,45170.97856
2097,2020,CA,CDF,GRANT,6/12/2020,6/12/2020,2,1,1,5062.198,2020-2025,33560841.75,31944.67194
2098,2020,CA,NPS,WOODWARD,8/18/2020,11/20/2020,1,7,1,4901.727,2020-2025,32017438.93,38442.99328
2099,2020,CA,USF,RANCH2,8/13/2020,10/1/2020,14,7,1,4119.205,2020-2025,24427703.5,36629.8507
2100,2020,CA,USF,BEACH,8/16/2020,8/27/2020,1,7,1,3668.429,2020-2025,23903367.41,33018.52124
2101,2020,CA,DOD,CREEK 5,12/24/2020,12/31/2020,14,8,1,3052.173,2020-2025,17761235.52,30411.79422
2102,2020,CA,CDF,BRANCH,7/28/2020,8/3/2020,10,7,1,2922.204,2020-2025,17791770.46,37572.32948
2103,2020,CA,CCO,BENA,7/1/2020,7/5/2020,14,1,1,2884.41,2020-2025,17566953.14,21314.972
2104,2020,CA,CDF,MOC,8/20/2020,9/5/2020,9,1,1,2857.605,2020-2025,18547049.61,24671.34816
2105,2020,CA,BLM,LAURA 2,11/17/2020,11/23/2020,14,7,1,2729.027,2020-2025,18876446.07,54526.19056
2106,2020,CA,CDF,MEYERS,8/17/2020,9/2/2020,1,7,1,2360.251,2020-2025,15621426.32,22388.50201
2107,2020,CA,CCO,HOLSER,8/17/2020,8/22/2020,14,7,1,2188.634,2020-2025,13059172.33,19186.82943
2108,2020,CA,CDF,PASS,6/28/2020,7/1/2020,11,1,1,2163.698,2020-2025,13770400.12,16695.52567
2109,2020,CA,CDF,HILLS,8/15/2020,9/27/2020,1,2,1,2120.98,2020-2025,13134178.93,20374.51688
2110,2020,CA,NPS,WOLF,8/10/2020,11/19/2020,1,7,2,2057.296,2020-2025,13386476.63,23606.28773
2111,2020,CA,USF,FOX,9/14/2020,9/28/2020,4,3,1,2027.554,2020-2025,14524107.97,35565.75751
2112,2020,CA,CDF,POND,8/1/2020,8/9/2020,7,1,1,1962.329,2020-2025,11977219.27,27175.70695
2113,2020,CA,CDF,SANDERSON,12/13/2020,12/14/2020,4,7,1,1954.651,2020-2025,11511422.74,19690.78285
2114,2020,CA,CDF,QUAIL,6/6/2020,6/18/2020,14,7,1,1841,2020-2025,12174059.36,16855.23955
2115,2020,CA,USF,FORK,9/8/2020,11/8/2020,14,7,1,1668.45,2020-2025,11191288.77,27875.0338
2116,2020,CA,CDF,SODA,6/10/2020,6/10/2020,10,6,1,1653.114,2020-2025,10073813.3,19675.84924
2117,2020,CA,CDF,SALT,8/18/2020,8/28/2020,9,1,1,1593.732,2020-2025,10403242.57,16443.51696
2118,2020,CA,CCO,SOLEDAD,7/5/2020,7/7/2020,9,1,1,1525.536,2020-2025,9101965.324,23117.55826
